Event_ID	timestamp	location.long	location.lat	individual.taxon.canonical.name	tag.local.identifier	individual.local.identifier (ID)	study.name	country
119518	3/23/16 13:41	-56.36452	-19.713796	Panthera onca	919458	101	Rio Negro	Brazil
119519	3/23/16 18:41	-56.349456	-19.725394	Panthera onca	919458	101	Rio Negro	Brazil
119520	3/29/16 22:41	-56.357117	-19.710234	Panthera onca	919458	101	Rio Negro	Brazil
119521	3/29/16 13:15	-56.153591	-19.581392	Panthera onca	921766	102	Rio Negro	Brazil
119522	3/30/16 7:01	-56.160564	-19.585437	Panthera onca	921766	102	Rio Negro	Brazil
119523	3/30/16 11:01	-56.160071	-19.585716	Panthera onca	921766	102	Rio Negro	Brazil
119524	3/30/16 15:00	-56.160586	-19.585329	Panthera onca	921766	102	Rio Negro	Brazil
119525	3/30/16 19:01	-56.160071	-19.585683	Panthera onca	921766	102	Rio Negro	Brazil
119526	3/30/16 23:01	-56.160564	-19.585286	Panthera onca	921766	102	Rio Negro	Brazil
119527	3/31/16 11:00	-56.159964	-19.585673	Panthera onca	921766	102	Rio Negro	Brazil
119528	04/01/2016 19:00	-56.170177	-19.577454	Panthera onca	921766	102	Rio Negro	Brazil
119529	04/02/2016 03:00	-56.18052	-19.576628	Panthera onca	921766	102	Rio Negro	Brazil
119530	04/02/2016 11:00	-56.184897	-19.574826	Panthera onca	921766	102	Rio Negro	Brazil
119531	04/02/2016 15:00	-56.184683	-19.575394	Panthera onca	921766	102	Rio Negro	Brazil
119532	04/02/2016 19:01	-56.184962	-19.572197	Panthera onca	921766	102	Rio Negro	Brazil
119533	04/02/2016 23:00	-56.189125	-19.570878	Panthera onca	921766	102	Rio Negro	Brazil
119534	04/03/2016 07:01	-56.201506	-19.585447	Panthera onca	921766	102	Rio Negro	Brazil
119535	04/04/2016 03:00	-56.226504	-19.593816	Panthera onca	921766	102	Rio Negro	Brazil
119536	04/05/2016 03:00	-56.237791	-19.576875	Panthera onca	921766	102	Rio Negro	Brazil
119537	04/05/2016 07:00	-56.237791	-19.576875	Panthera onca	921766	102	Rio Negro	Brazil
119538	04/05/2016 11:00	-56.237834	-19.576886	Panthera onca	921766	102	Rio Negro	Brazil
119539	04/05/2016 15:00	-56.220496	-19.57091	Panthera onca	921766	102	Rio Negro	Brazil
119540	04/05/2016 23:00	-56.214252	-19.564172	Panthera onca	921766	102	Rio Negro	Brazil
119541	04/06/2016 03:01	-56.224251	-19.560996	Panthera onca	921766	102	Rio Negro	Brazil
119542	04/06/2016 11:00	-56.222148	-19.559805	Panthera onca	921766	102	Rio Negro	Brazil
119543	04/06/2016 19:00	-56.230001	-19.548819	Panthera onca	921766	102	Rio Negro	Brazil
119544	04/06/2016 23:00	-56.228092	-19.545107	Panthera onca	921766	102	Rio Negro	Brazil
119545	04/07/2016 07:00	-56.224766	-19.541298	Panthera onca	921766	102	Rio Negro	Brazil
119546	04/07/2016 11:00	-56.239421	-19.556308	Panthera onca	921766	102	Rio Negro	Brazil
119547	04/08/2016 03:00	-56.237748	-19.571006	Panthera onca	921766	102	Rio Negro	Brazil
119548	04/08/2016 07:00	-56.237705	-19.571006	Panthera onca	921766	102	Rio Negro	Brazil
119549	04/08/2016 11:00	-56.237147	-19.571071	Panthera onca	921766	102	Rio Negro	Brazil
119550	04/09/2016 03:00	-56.23513	-19.569815	Panthera onca	921766	102	Rio Negro	Brazil
119551	04/09/2016 11:00	-56.236911	-19.570835	Panthera onca	921766	102	Rio Negro	Brazil
119552	04/09/2016 19:00	-56.237147	-19.571124	Panthera onca	921766	102	Rio Negro	Brazil
119553	04/09/2016 23:00	-56.238842	-19.571586	Panthera onca	921766	102	Rio Negro	Brazil
119554	04/10/2016 03:00	-56.240044	-19.572358	Panthera onca	921766	102	Rio Negro	Brazil
119555	04/10/2016 07:00	-56.242511	-19.574761	Panthera onca	921766	102	Rio Negro	Brazil
119556	04/10/2016 11:00	-56.242962	-19.575748	Panthera onca	921766	102	Rio Negro	Brazil
119557	04/11/2016 03:00	-56.248713	-19.585061	Panthera onca	921766	102	Rio Negro	Brazil
119558	04/11/2016 22:00	-56.255214	-19.598365	Panthera onca	921766	102	Rio Negro	Brazil
119559	04/12/2016 04:00	-56.25721	-19.578935	Panthera onca	921766	102	Rio Negro	Brazil
119560	04/12/2016 15:01	-56.265171	-19.576982	Panthera onca	921766	102	Rio Negro	Brazil
119561	4/13/16 3:00	-56.259699	-19.571414	Panthera onca	921766	102	Rio Negro	Brazil
119562	4/13/16 7:00	-56.260836	-19.571961	Panthera onca	921766	102	Rio Negro	Brazil
119563	4/13/16 11:00	-56.26075	-19.57195	Panthera onca	921766	102	Rio Negro	Brazil
119564	4/13/16 19:00	-56.255858	-19.571586	Panthera onca	921766	102	Rio Negro	Brazil
119565	4/13/16 23:00	-56.255794	-19.571747	Panthera onca	921766	102	Rio Negro	Brazil
119566	4/14/16 7:00	-56.257617	-19.57077	Panthera onca	921766	102	Rio Negro	Brazil
119567	4/14/16 11:00	-56.257617	-19.571403	Panthera onca	921766	102	Rio Negro	Brazil
119568	4/14/16 19:00	-56.26487	-19.575276	Panthera onca	921766	102	Rio Negro	Brazil
119569	4/14/16 23:00	-56.264248	-19.573699	Panthera onca	921766	102	Rio Negro	Brazil
119570	4/15/16 19:01	-56.266844	-19.575984	Panthera onca	921766	102	Rio Negro	Brazil
119571	4/16/16 3:00	-56.241052	-19.569515	Panthera onca	921766	102	Rio Negro	Brazil
119572	4/16/16 7:00	-56.238842	-19.56871	Panthera onca	921766	102	Rio Negro	Brazil
119573	4/17/16 3:01	-56.242554	-19.582089	Panthera onca	921766	102	Rio Negro	Brazil
119574	4/17/16 7:00	-56.24249	-19.582078	Panthera onca	921766	102	Rio Negro	Brazil
119575	4/17/16 15:00	-56.245837	-19.579353	Panthera onca	921766	102	Rio Negro	Brazil
119576	4/19/16 7:00	-56.256459	-19.594706	Panthera onca	921766	102	Rio Negro	Brazil
119577	4/21/16 19:00	-56.176293	-19.605242	Panthera onca	921766	102	Rio Negro	Brazil
119578	4/22/16 11:00	-56.163182	-19.618717	Panthera onca	921766	102	Rio Negro	Brazil
119579	4/22/16 19:01	-56.167603	-19.616336	Panthera onca	921766	102	Rio Negro	Brazil
119580	4/23/16 3:00	-56.163418	-19.618675	Panthera onca	921766	102	Rio Negro	Brazil
119581	4/23/16 7:00	-56.163418	-19.618621	Panthera onca	921766	102	Rio Negro	Brazil
119582	4/23/16 11:00	-56.163332	-19.618717	Panthera onca	921766	102	Rio Negro	Brazil
119583	4/23/16 15:00	-56.167517	-19.616421	Panthera onca	921766	102	Rio Negro	Brazil
119584	4/24/16 11:00	-56.139665	-19.612173	Panthera onca	921766	102	Rio Negro	Brazil
119585	4/25/16 7:01	-56.123378	-19.605639	Panthera onca	921766	102	Rio Negro	Brazil
119586	4/25/16 12:01	-56.081321	-19.600114	Panthera onca	921766	102	Rio Negro	Brazil
119587	4/25/16 17:01	-56.071708	-19.602528	Panthera onca	921766	102	Rio Negro	Brazil
119588	4/25/16 18:00	-56.071665	-19.602495	Panthera onca	921766	102	Rio Negro	Brazil
119589	4/25/16 23:01	-56.053963	-19.593301	Panthera onca	921766	102	Rio Negro	Brazil
119590	4/26/16 0:00	-56.051109	-19.58917	Panthera onca	921766	102	Rio Negro	Brazil
119591	4/26/16 1:01	-56.045787	-19.583591	Panthera onca	921766	102	Rio Negro	Brazil
119592	4/26/16 2:00	-56.040638	-19.582025	Panthera onca	921766	102	Rio Negro	Brazil
119593	4/26/16 3:00	-56.040745	-19.577808	Panthera onca	921766	102	Rio Negro	Brazil
119594	4/26/16 4:00	-56.040745	-19.577819	Panthera onca	921766	102	Rio Negro	Brazil
119595	4/26/16 5:00	-56.040745	-19.577808	Panthera onca	921766	102	Rio Negro	Brazil
119596	4/26/16 6:00	-56.040723	-19.577798	Panthera onca	921766	102	Rio Negro	Brazil
119597	4/26/16 7:00	-56.040723	-19.577798	Panthera onca	921766	102	Rio Negro	Brazil
119598	4/26/16 19:01	-56.043084	-19.579332	Panthera onca	921766	102	Rio Negro	Brazil
119599	4/27/16 3:00	-56.042933	-19.579096	Panthera onca	921766	102	Rio Negro	Brazil
119600	4/27/16 15:01	-56.060271	-19.57592	Panthera onca	921766	102	Rio Negro	Brazil
119601	4/27/16 19:00	-56.054499	-19.589438	Panthera onca	921766	102	Rio Negro	Brazil
119602	4/27/16 23:01	-56.050529	-19.589653	Panthera onca	921766	102	Rio Negro	Brazil
119603	4/28/16 3:00	-56.051753	-19.59285	Panthera onca	921766	102	Rio Negro	Brazil
119604	4/28/16 7:00	-56.051731	-19.592818	Panthera onca	921766	102	Rio Negro	Brazil
119605	4/28/16 11:00	-56.050336	-19.618578	Panthera onca	921766	102	Rio Negro	Brazil
119606	4/28/16 15:00	-56.047289	-19.6192	Panthera onca	921766	102	Rio Negro	Brazil
119607	4/28/16 19:00	-56.044006	-19.617602	Panthera onca	921766	102	Rio Negro	Brazil
119608	4/28/16 23:00	-56.041775	-19.614844	Panthera onca	921766	102	Rio Negro	Brazil
119609	4/29/16 3:00	-56.047161	-19.619104	Panthera onca	921766	102	Rio Negro	Brazil
119610	4/29/16 7:00	-56.047204	-19.619093	Panthera onca	921766	102	Rio Negro	Brazil
119611	4/29/16 11:00	-56.047182	-19.619093	Panthera onca	921766	102	Rio Negro	Brazil
119612	4/29/16 15:00	-56.04965	-19.610392	Panthera onca	921766	102	Rio Negro	Brazil
119613	4/29/16 23:00	-56.049306	-19.60919	Panthera onca	921766	102	Rio Negro	Brazil
119614	4/30/16 11:00	-56.04701	-19.610306	Panthera onca	921766	102	Rio Negro	Brazil
119615	4/30/16 15:00	-56.048899	-19.609705	Panthera onca	921766	102	Rio Negro	Brazil
119616	4/30/16 19:00	-56.04804	-19.607345	Panthera onca	921766	102	Rio Negro	Brazil
119617	05/01/2016 03:00	-56.056709	-19.60153	Panthera onca	921766	102	Rio Negro	Brazil
119618	05/01/2016 15:01	-56.071923	-19.613782	Panthera onca	921766	102	Rio Negro	Brazil
119619	05/01/2016 23:00	-56.073382	-19.613739	Panthera onca	921766	102	Rio Negro	Brazil
119620	05/02/2016 11:00	-56.085312	-19.605006	Panthera onca	921766	102	Rio Negro	Brazil
119621	05/02/2016 19:00	-56.076751	-19.607452	Panthera onca	921766	102	Rio Negro	Brazil
119622	05/03/2016 07:00	-56.075206	-19.575384	Panthera onca	921766	102	Rio Negro	Brazil
119623	05/03/2016 15:00	-56.106062	-19.585243	Panthera onca	921766	102	Rio Negro	Brazil
119624	05/03/2016 19:01	-56.106062	-19.585533	Panthera onca	921766	102	Rio Negro	Brazil
119625	05/03/2016 23:00	-56.105912	-19.585265	Panthera onca	921766	102	Rio Negro	Brazil
119626	05/04/2016 07:01	-56.106384	-19.585576	Panthera onca	921766	102	Rio Negro	Brazil
119627	05/05/2016 19:00	-56.153119	-19.617065	Panthera onca	921766	102	Rio Negro	Brazil
119628	05/05/2016 23:00	-56.153076	-19.616658	Panthera onca	921766	102	Rio Negro	Brazil
119629	05/06/2016 03:01	-56.152539	-19.616218	Panthera onca	921766	102	Rio Negro	Brazil
119630	05/06/2016 07:00	-56.151295	-19.614812	Panthera onca	921766	102	Rio Negro	Brazil
119631	05/06/2016 11:00	-56.144085	-19.623063	Panthera onca	921766	102	Rio Negro	Brazil
119632	05/06/2016 15:00	-56.182451	-19.611744	Panthera onca	921766	102	Rio Negro	Brazil
119633	05/06/2016 19:00	-56.181958	-19.611497	Panthera onca	921766	102	Rio Negro	Brazil
119634	05/06/2016 23:00	-56.181872	-19.611357	Panthera onca	921766	102	Rio Negro	Brazil
119635	05/07/2016 03:00	-56.189876	-19.601026	Panthera onca	921766	102	Rio Negro	Brazil
119636	05/07/2016 15:00	-56.225624	-19.615145	Panthera onca	921766	102	Rio Negro	Brazil
119637	05/07/2016 19:01	-56.227062	-19.616261	Panthera onca	921766	102	Rio Negro	Brazil
119638	05/08/2016 03:01	-56.228778	-19.605403	Panthera onca	921766	102	Rio Negro	Brazil
119639	05/09/2016 07:00	-56.20672	-19.595554	Panthera onca	921766	102	Rio Negro	Brazil
119640	05/09/2016 10:00	-56.206698	-19.595565	Panthera onca	921766	102	Rio Negro	Brazil
119641	05/09/2016 11:00	-56.206677	-19.595543	Panthera onca	921766	102	Rio Negro	Brazil
119642	05/09/2016 14:00	-56.208715	-19.605618	Panthera onca	921766	102	Rio Negro	Brazil
119643	05/09/2016 16:00	-56.206462	-19.604695	Panthera onca	921766	102	Rio Negro	Brazil
119644	05/09/2016 18:00	-56.206484	-19.604673	Panthera onca	921766	102	Rio Negro	Brazil
119645	05/09/2016 21:00	-56.201012	-19.603804	Panthera onca	921766	102	Rio Negro	Brazil
119646	05/09/2016 23:00	-56.200261	-19.601852	Panthera onca	921766	102	Rio Negro	Brazil
119647	05/10/2016 00:01	-56.197407	-19.601744	Panthera onca	921766	102	Rio Negro	Brazil
119648	05/10/2016 02:01	-56.196635	-19.599974	Panthera onca	921766	102	Rio Negro	Brazil
119649	05/10/2016 06:01	-56.197042	-19.599588	Panthera onca	921766	102	Rio Negro	Brazil
119650	05/10/2016 11:00	-56.196871	-19.600607	Panthera onca	921766	102	Rio Negro	Brazil
119651	05/10/2016 19:00	-56.165242	-19.557863	Panthera onca	921766	102	Rio Negro	Brazil
119652	05/11/2016 03:00	-56.134751	-19.557703	Panthera onca	921766	102	Rio Negro	Brazil
119653	05/11/2016 07:00	-56.127198	-19.561254	Panthera onca	921766	102	Rio Negro	Brazil
119654	05/12/2016 19:01	-56.10559	-19.588612	Panthera onca	921766	102	Rio Negro	Brazil
119655	5/13/16 19:00	-56.059413	-19.599609	Panthera onca	921766	102	Rio Negro	Brazil
119656	5/14/16 15:01	-56.055486	-19.620627	Panthera onca	921766	102	Rio Negro	Brazil
119657	5/15/16 11:01	-56.059349	-19.616915	Panthera onca	921766	102	Rio Negro	Brazil
119658	5/15/16 15:01	-56.050615	-19.607656	Panthera onca	921766	102	Rio Negro	Brazil
119659	5/15/16 19:00	-56.050594	-19.607613	Panthera onca	921766	102	Rio Negro	Brazil
119660	5/15/16 23:01	-56.049736	-19.605263	Panthera onca	921766	102	Rio Negro	Brazil
119661	5/16/16 23:00	-56.015017	-19.635926	Panthera onca	921766	102	Rio Negro	Brazil
119662	5/17/16 7:00	-56.056731	-19.624693	Panthera onca	921766	102	Rio Negro	Brazil
119663	5/17/16 19:01	-56.071687	-19.613729	Panthera onca	921766	102	Rio Negro	Brazil
119664	5/19/16 7:00	-56.088102	-19.60462	Panthera onca	921766	102	Rio Negro	Brazil
119665	5/19/16 11:00	-56.088038	-19.604545	Panthera onca	921766	102	Rio Negro	Brazil
119666	5/21/16 19:00	-56.068468	-19.594492	Panthera onca	921766	102	Rio Negro	Brazil
119667	5/22/16 23:00	-56.176615	-19.605596	Panthera onca	921766	102	Rio Negro	Brazil
119668	5/23/16 3:00	-56.192901	-19.621078	Panthera onca	921766	102	Rio Negro	Brazil
119669	5/23/16 16:00	-56.211033	-19.603568	Panthera onca	921766	102	Rio Negro	Brazil
119670	5/23/16 19:00	-56.211956	-19.603815	Panthera onca	921766	102	Rio Negro	Brazil
119671	5/23/16 22:00	-56.211355	-19.603761	Panthera onca	921766	102	Rio Negro	Brazil
119672	6/13/14 2:43	-56.113701	-19.575609	Panthera onca	921790	103	Rio Negro	Brazil
119673	6/13/14 14:43	-56.113787	-19.588119	Panthera onca	921790	103	Rio Negro	Brazil
119674	6/13/14 20:43	-56.107543	-19.599856	Panthera onca	921790	103	Rio Negro	Brazil
119675	6/14/14 2:43	-56.106169	-19.587593	Panthera onca	921790	103	Rio Negro	Brazil
119676	6/14/14 8:43	-56.098831	-19.590104	Panthera onca	921790	103	Rio Negro	Brazil
119677	6/14/14 23:43	-56.096342	-19.604309	Panthera onca	921790	103	Rio Negro	Brazil
119678	6/15/14 4:43	-56.100783	-19.590125	Panthera onca	921790	103	Rio Negro	Brazil
119679	6/15/14 9:43	-56.100719	-19.590061	Panthera onca	921790	103	Rio Negro	Brazil
119680	6/15/14 15:43	-56.097157	-19.59417	Panthera onca	921790	103	Rio Negro	Brazil
119681	6/15/14 21:43	-56.097887	-19.59417	Panthera onca	921790	103	Rio Negro	Brazil
119682	6/16/14 3:43	-56.080699	-19.58328	Panthera onca	921790	103	Rio Negro	Brazil
119683	6/17/14 2:43	-56.086299	-19.576478	Panthera onca	921790	103	Rio Negro	Brazil
119684	6/17/14 7:43	-56.086407	-19.576596	Panthera onca	921790	103	Rio Negro	Brazil
119685	6/17/14 22:42	-56.125352	-19.600253	Panthera onca	921790	103	Rio Negro	Brazil
119686	6/18/14 8:42	-56.07645	-19.572937	Panthera onca	921790	103	Rio Negro	Brazil
119687	6/18/14 13:43	-56.07482	-19.573184	Panthera onca	921790	103	Rio Negro	Brazil
119688	6/18/14 18:43	-56.07645	-19.571865	Panthera onca	921790	103	Rio Negro	Brazil
119689	6/18/14 23:42	-56.076171	-19.571521	Panthera onca	921790	103	Rio Negro	Brazil
119690	6/19/14 4:42	-56.076086	-19.571253	Panthera onca	921790	103	Rio Negro	Brazil
119691	6/19/14 9:43	-56.076128	-19.571285	Panthera onca	921790	103	Rio Negro	Brazil
119692	8/22/15 9:23	-56.153698	-19.577079	Panthera onca	921941	104	Rio Negro	Brazil
119693	8/22/15 14:23	-56.153698	-19.5771	Panthera onca	921941	104	Rio Negro	Brazil
119694	8/22/15 19:23	-56.153634	-19.57709	Panthera onca	921941	104	Rio Negro	Brazil
119695	8/23/15 0:23	-56.153655	-19.57709	Panthera onca	921941	104	Rio Negro	Brazil
119696	8/23/15 5:23	-56.153569	-19.577004	Panthera onca	921941	104	Rio Negro	Brazil
119697	8/24/15 2:23	-56.151187	-19.588366	Panthera onca	921941	104	Rio Negro	Brazil
119698	8/24/15 7:23	-56.15123	-19.588441	Panthera onca	921941	104	Rio Negro	Brazil
119699	8/25/15 3:23	-56.14018	-19.594331	Panthera onca	921941	104	Rio Negro	Brazil
119700	8/25/15 8:23	-56.138656	-19.593676	Panthera onca	921941	104	Rio Negro	Brazil
119701	8/25/15 23:23	-56.118808	-19.600199	Panthera onca	921941	104	Rio Negro	Brazil
119702	8/26/15 4:23	-56.119344	-19.579117	Panthera onca	921941	104	Rio Negro	Brazil
119703	8/26/15 9:24	-56.11928	-19.579064	Panthera onca	921941	104	Rio Negro	Brazil
119704	8/26/15 14:23	-56.120546	-19.579707	Panthera onca	921941	104	Rio Negro	Brazil
119705	8/27/15 2:24	-56.113508	-19.574933	Panthera onca	921941	104	Rio Negro	Brazil
119706	8/27/15 7:23	-56.10014	-19.559151	Panthera onca	921941	104	Rio Negro	Brazil
119707	8/27/15 12:23	-56.118164	-19.575899	Panthera onca	921941	104	Rio Negro	Brazil
119708	8/28/15 3:24	-56.117864	-19.575577	Panthera onca	921941	104	Rio Negro	Brazil
119709	8/28/15 8:23	-56.117756	-19.575673	Panthera onca	921941	104	Rio Negro	Brazil
119710	8/28/15 13:23	-56.117778	-19.57563	Panthera onca	921941	104	Rio Negro	Brazil
119711	8/29/15 1:24	-56.137927	-19.581177	Panthera onca	921941	104	Rio Negro	Brazil
119712	8/29/15 6:23	-56.106555	-19.564708	Panthera onca	921941	104	Rio Negro	Brazil
119713	8/29/15 11:23	-56.118121	-19.57592	Panthera onca	921941	104	Rio Negro	Brazil
119714	8/29/15 23:25	-56.122456	-19.58548	Panthera onca	921941	104	Rio Negro	Brazil
119715	8/30/15 5:24	-56.117992	-19.575791	Panthera onca	921941	104	Rio Negro	Brazil
119716	8/31/15 3:24	-56.107178	-19.599642	Panthera onca	921941	104	Rio Negro	Brazil
119717	8/31/15 8:23	-56.151788	-19.586799	Panthera onca	921941	104	Rio Negro	Brazil
119718	09/01/2015 00:23	-56.142862	-19.594535	Panthera onca	921941	104	Rio Negro	Brazil
119719	09/01/2015 07:23	-56.119623	-19.579396	Panthera onca	921941	104	Rio Negro	Brazil
119720	09/01/2015 08:23	-56.119645	-19.579407	Panthera onca	921941	104	Rio Negro	Brazil
119721	09/01/2015 09:23	-56.119623	-19.579375	Panthera onca	921941	104	Rio Negro	Brazil
119722	09/01/2015 10:23	-56.119645	-19.579396	Panthera onca	921941	104	Rio Negro	Brazil
119723	09/01/2015 11:24	-56.119666	-19.579321	Panthera onca	921941	104	Rio Negro	Brazil
119724	09/01/2015 12:23	-56.117499	-19.592164	Panthera onca	921941	104	Rio Negro	Brazil
119725	09/02/2015 01:23	-56.116018	-19.608074	Panthera onca	921941	104	Rio Negro	Brazil
119726	09/02/2015 02:23	-56.108379	-19.614319	Panthera onca	921941	104	Rio Negro	Brazil
119727	09/02/2015 03:24	-56.093295	-19.611583	Panthera onca	921941	104	Rio Negro	Brazil
119728	09/02/2015 05:23	-56.066043	-19.602463	Panthera onca	921941	104	Rio Negro	Brazil
119729	09/02/2015 06:23	-56.065979	-19.600135	Panthera onca	921941	104	Rio Negro	Brazil
119730	09/02/2015 07:23	-56.062846	-19.598429	Panthera onca	921941	104	Rio Negro	Brazil
119731	09/02/2015 08:24	-56.057589	-19.601895	Panthera onca	921941	104	Rio Negro	Brazil
119732	09/02/2015 09:23	-56.044307	-19.610274	Panthera onca	921941	104	Rio Negro	Brazil
119733	09/03/2015 03:24	-56.006756	-19.622837	Panthera onca	921941	104	Rio Negro	Brazil
119734	09/03/2015 08:24	-55.99725	-19.629897	Panthera onca	921941	104	Rio Negro	Brazil
119735	09/04/2015 01:24	-55.982595	-19.634221	Panthera onca	921941	104	Rio Negro	Brazil
119736	09/04/2015 06:24	-56.047869	-19.59226	Panthera onca	921941	104	Rio Negro	Brazil
119737	09/04/2015 16:24	-56.067266	-19.594857	Panthera onca	921941	104	Rio Negro	Brazil
119738	09/04/2015 21:24	-56.067159	-19.593955	Panthera onca	921941	104	Rio Negro	Brazil
119739	09/07/2015 05:24	-56.129494	-19.595275	Panthera onca	921941	104	Rio Negro	Brazil
119740	09/07/2015 10:23	-56.163268	-19.582658	Panthera onca	921941	104	Rio Negro	Brazil
119741	09/08/2015 01:23	-56.16477	-19.583484	Panthera onca	921941	104	Rio Negro	Brazil
119742	09/08/2015 06:24	-56.17007	-19.571049	Panthera onca	921941	104	Rio Negro	Brazil
119743	09/09/2015 03:24	-56.159856	-19.589041	Panthera onca	921941	104	Rio Negro	Brazil
119744	09/09/2015 08:24	-56.159856	-19.58902	Panthera onca	921941	104	Rio Negro	Brazil
119745	09/10/2015 00:24	-56.130095	-19.606014	Panthera onca	921941	104	Rio Negro	Brazil
119746	09/10/2015 05:23	-56.090763	-19.611218	Panthera onca	921941	104	Rio Negro	Brazil
119747	09/11/2015 04:25	-55.998752	-19.628009	Panthera onca	921941	104	Rio Negro	Brazil
119748	09/12/2015 02:25	-56.007035	-19.635969	Panthera onca	921941	104	Rio Negro	Brazil
119749	09/12/2015 23:24	-56.120589	-19.580147	Panthera onca	921941	104	Rio Negro	Brazil
119750	9/13/15 14:23	-56.120632	-19.580147	Panthera onca	921941	104	Rio Negro	Brazil
119751	9/14/15 0:23	-56.120803	-19.580426	Panthera onca	921941	104	Rio Negro	Brazil
119752	9/14/15 5:23	-56.137304	-19.553036	Panthera onca	921941	104	Rio Negro	Brazil
119753	9/14/15 10:24	-56.158698	-19.550418	Panthera onca	921941	104	Rio Negro	Brazil
119754	9/14/15 15:23	-56.166229	-19.583892	Panthera onca	921941	104	Rio Negro	Brazil
119755	9/15/15 2:23	-56.187944	-19.588054	Panthera onca	921941	104	Rio Negro	Brazil
119756	9/15/15 7:23	-56.16816	-19.579697	Panthera onca	921941	104	Rio Negro	Brazil
119757	9/15/15 12:24	-56.167667	-19.582218	Panthera onca	921941	104	Rio Negro	Brazil
119758	9/15/15 23:25	-56.166658	-19.584224	Panthera onca	921941	104	Rio Negro	Brazil
119759	9/16/15 4:23	-56.163011	-19.528091	Panthera onca	921941	104	Rio Negro	Brazil
119760	9/16/15 5:23	-56.173525	-19.526224	Panthera onca	921941	104	Rio Negro	Brazil
119761	9/16/15 6:23	-56.185734	-19.52705	Panthera onca	921941	104	Rio Negro	Brazil
119762	9/16/15 7:23	-56.199982	-19.522555	Panthera onca	921941	104	Rio Negro	Brazil
119763	9/16/15 8:23	-56.201463	-19.519637	Panthera onca	921941	104	Rio Negro	Brazil
119764	9/16/15 9:23	-56.197879	-19.514819	Panthera onca	921941	104	Rio Negro	Brazil
119765	9/16/15 10:23	-56.188073	-19.515302	Panthera onca	921941	104	Rio Negro	Brazil
119766	9/16/15 11:23	-56.188202	-19.515399	Panthera onca	921941	104	Rio Negro	Brazil
119767	9/16/15 12:23	-56.186593	-19.518124	Panthera onca	921941	104	Rio Negro	Brazil
119768	9/16/15 15:23	-56.195197	-19.571607	Panthera onca	921941	104	Rio Negro	Brazil
119769	9/17/15 2:24	-56.202257	-19.59035	Panthera onca	921941	104	Rio Negro	Brazil
119770	9/17/15 3:23	-56.202235	-19.590318	Panthera onca	921941	104	Rio Negro	Brazil
119771	9/17/15 5:23	-56.202171	-19.590404	Panthera onca	921941	104	Rio Negro	Brazil
119772	9/17/15 7:23	-56.202214	-19.590275	Panthera onca	921941	104	Rio Negro	Brazil
119773	9/17/15 10:23	-56.163976	-19.583473	Panthera onca	921941	104	Rio Negro	Brazil
119774	9/17/15 12:23	-56.161981	-19.583591	Panthera onca	921941	104	Rio Negro	Brazil
119775	9/18/15 5:23	-56.118443	-19.602431	Panthera onca	921941	104	Rio Negro	Brazil
119776	9/19/15 2:24	-56.093123	-19.571296	Panthera onca	921941	104	Rio Negro	Brazil
119777	9/20/15 2:25	-55.993366	-19.628062	Panthera onca	921941	104	Rio Negro	Brazil
119778	9/20/15 7:24	-55.966244	-19.657266	Panthera onca	921941	104	Rio Negro	Brazil
119779	9/20/15 12:23	-55.939958	-19.719955	Panthera onca	921941	104	Rio Negro	Brazil
119780	9/20/15 17:23	-55.939057	-19.724987	Panthera onca	921941	104	Rio Negro	Brazil
119781	9/20/15 22:24	-55.936761	-19.72106	Panthera onca	921941	104	Rio Negro	Brazil
119782	9/21/15 8:23	-55.927706	-19.666225	Panthera onca	921941	104	Rio Negro	Brazil
119783	9/22/15 1:25	-55.939593	-19.651526	Panthera onca	921941	104	Rio Negro	Brazil
119784	9/22/15 6:24	-55.939958	-19.648898	Panthera onca	921941	104	Rio Negro	Brazil
119785	9/23/15 4:24	-55.972853	-19.645089	Panthera onca	921941	104	Rio Negro	Brazil
119786	9/23/15 9:24	-55.972703	-19.645046	Panthera onca	921941	104	Rio Negro	Brazil
119787	9/25/15 13:24	-55.995018	-19.631184	Panthera onca	921941	104	Rio Negro	Brazil
119788	10/26/15 5:24	-56.153741	-19.577068	Panthera onca	921941	104	Rio Negro	Brazil
119789	10/26/15 10:24	-56.153827	-19.57709	Panthera onca	921941	104	Rio Negro	Brazil
119790	10/26/15 15:24	-56.153805	-19.577079	Panthera onca	921941	104	Rio Negro	Brazil
119791	10/26/15 20:24	-56.153827	-19.5771	Panthera onca	921941	104	Rio Negro	Brazil
119792	10/27/15 1:24	-56.153784	-19.577079	Panthera onca	921941	104	Rio Negro	Brazil
119793	10/27/15 6:24	-56.153784	-19.577068	Panthera onca	921941	104	Rio Negro	Brazil
119794	10/27/15 11:24	-56.153827	-19.577057	Panthera onca	921941	104	Rio Negro	Brazil
119795	10/27/15 12:58	-56.153784	-19.577111	Panthera onca	921941	104	Rio Negro	Brazil
119796	12/10/2015 14:12	-56.153054	-19.578559	Panthera onca	921941	104	Rio Negro	Brazil
119797	12/10/2015 19:13	-56.153591	-19.577025	Panthera onca	921941	104	Rio Negro	Brazil
119798	12/11/2015 00:12	-56.158333	-19.581918	Panthera onca	921941	104	Rio Negro	Brazil
119799	12/11/2015 15:13	-56.153569	-19.577079	Panthera onca	921941	104	Rio Negro	Brazil
